"title","name","credit_hours"
"HIST 327","MEDIEVAL BORDERLANDS","3"
"HIST 328","POVERTY & SOCIAL JUSTICE","3"
"HIST 330","SLAVE TRADE & AFRO-AMERICA","3"
"HIST 331","THE CUBAN REVOLUTION","3"
"HIST 332","AMERICAN LEGAL HISTORY","3"
"HIST 338","19TH C. WOMEN'S NARRATIVES","3"
"HIST 339","HISTORY OF SLAVE EXPERIENCE","3"
"HIST 340","HISTORY OF FEMINISM","3"
"HIST 342","MODERN CHINA","3"
"HIST 343","AFRICA IN THE MUSEUM","3"
"HIST 346","COMPUTERS AND SOCIETY","3"
"HIST 350","AMERICA, 1900-1940","3"
"HIST 351","AMERICA SINCE 1945","3"
"HIST 353","HISTORY OF SENSATION","3"
"HIST 355","GERMAN HISTORY, 1890-1945","3"
"HIST 356","GERMAN HISTORY, 1945 - PRESENT","3"
"HIST 357","JEWS & CHRISTIANS-MEDIEVAL EUR","3"
"HIST 358","HUMANITARIANISM FROM 19TH C.","3"
"HIST 361","TUDORS AND STUARTS, 1485-1707","3"
"HIST 365","WORLD ECONOMIC HISTORY","3"
"HIST 370","EUROPEAN INTELLECTUAL HISTORY","3"
"HIST 373","19TH C SOC/POLITICAL THOUGHT","3"
"HIST 374","JEWISH HISTORY, 1500-1948","3"
"HIST 375","EUROPEAN ROMANTICISM 1750-1850","3"
"HIST 378","MODERN ARAB HISTORY","3"
"HIST 380","ASIAN AMERICAN HISTORY","3"
"HIST 381","GOD, TIME AND HISTORY","3"
"HIST 392","PRE-MOD POLITICAL THOUGHT","3"
"HIST 395","THE AMERICAN SOUTH","3"
"HUMA 107","GREEK CIVILIZATION & LEGACY","3"
"HUMA 111","ROMAN CIVILIZATION &ITS LEGACY","3"
"HUMA 120","WHERE IS UTOPIA?","3"
"HUMA 121","IS ALL THE WORLD A STAGE?","3"
"HUMA 122","WHO SHOULD VOTE?","3"
"HUMA 123","WHO WHAT WHY IS DISNEY?","3"
"HUMA 124","IS THIS THE END?","3"
"HUMA 125","WHAT IS ETHICAL: BIG QUESTIONS","3"
"HUMA 126","WHAT IS THE MEANING OF DEATH?","3"
"HUMA 127","WHAT IS HATE?","3"
"HUMA 128","WHY DID SO MANY DIE?","3"
"HUMA 129","WHO IS A TERRORIST?","3"
"HUMA 130","WHAT IS A CLASSIC?","3"
"HUMA 131","WHAT IS AN (AB)NORMAL BODY?","3"
"HUMA 134","WHAT IS LOVE?","3"
"HUMA 135","WHAT IS CAPITALISM?","3"
"HUMA 137","WHAT IS DEMOCRACY IN AMERICA?","3"
"HUMA 202","CULTURE ENERGY & ENVIRONMENT","3"
"HUMA 314","COMMUNICATION/TECHNOLOGY/CHANG","3"
"HUMA 321","FOUNDATIONS OF LEADERSHIP","3"
"HUMA 322","MARX, FREUD, EINSTEIN","3"
"HUMA 324","BERLIN:RESIDENCE,METRO,CAPITAL","3"
"HUMA 325","MODERN GERMAN WRITERS: KAFKA","3"
"HUMA 372","GERMAN FAIRY TALE: OLD & NEW","3"
"HUMA 373","NEW GERM FILM: HITLER'S CINEMA","3"
"HURC 361","THE HUMANITIES OF CARE","3"
"ITAL 263","SECOND YEAR ITALIAN I","3"
"ITAL 264","SECOND YEAR ITALIAN II","3"
"ITAL 301","THIRD YEAR ITALIAN I","3"
"ITAL 302","THIRD YEAR ITALIAN II","3"
"JAPA 263","SECOND YEAR JAPANESE I","3"
"JAPA 264","SECOND YEAR JAPANESE II","3"
"JAPA 301","THIRD YEAR JAPANESE I","3"
"JAPA 302","THIRD YEAR JAPANESE II","3"
"JAPA 401","FOURTH YEAR JAPANESE I","3"
"JAPA 402","FOURTH YEAR JAPANESE II","3"
"JWST 120","ISRAEL: LANGUAGE AND CULTURE I","3"
"JWST 121","ISRAEL:LANGUAGE AND CULTURE II","3"
"JWST 201","GREAT BOOKS OF JEWISH CULTURE","3"
"JWST 301","JEWISH FOOD","3"
"JWST 317","JEWISH GRAPHIC NOVEL","3"
"JWST 338","BECOMING AMERICANS","3"
"KINE 301","HUMAN PHYSIOLOGY","3"
"KORE 206","ACCEL 2ND YEAR KOREAN","3"
"KORE 263","SECOND YEAR KOREAN I","3"
"KORE 264","SECOND YEAR KOREAN II","3"
"KORE 301","THIRD YEAR KOREAN I","3"
"KORE 302","THIRD YEAR KOREAN II","3"
"KORE 321","KOREAN SOCIETY AND CULTURE","3"
"KORE 401","CURRENT ISSUES IN KOREA","3"
"LALX 158","INTRO LATIN AMERICAN STUDIES","3"
"LALX 251","BRAZIL: CONTINUITY & CHANGE","3"
"LALX 332","U.S. LATINE MENTAL HEALTH","3"
"LALX 350","PIRATES, REBELS, NARCOS","3"
"LALX 378","LATIN AM. POLITICAL THOUGHT","3"
"LALX 390","TECH CULTURE & SOC IN LATIN AM","3"
"LATI 201","INTERMEDIATE LATIN I: PROSE","3"
"LATI 202","INTERMEDIATE LATIN II","3"
"LATI 301","CICERO AND SALLUST","3"
"LATI 303","ADV LATIN: PLAUTUS & TERENCE","3"
"LATI 304","ADV. LATIN: ROMAN EPIC","3"
"LATI 306","OVID'S METAMORPHOSES","3"
"LATI 309","CLASSICS/EUROPEAN RENAISSANCE","3"
"LATI 312","LATIN LOVE ELEGY","3"
"LATI 313","CICERO AND CATULLUS","3"
"LATI 316","READINGS IN VIRGIL'S AENEID","3"
"LATI 350","TRANSLATING LATIN LITERATURE","3"
"LEAD 260","ADVOCATING FOR CHANGE","3"
"LING 200","INTRO TO STUDY OF LANGUAGE","3"
"LING 205","LANGUAGE AND SOCIETY","3"
"LING 216","WORDS IN ENGLISH","3"
"LING 300","LINGUISTIC ANALYSIS","3"
"LING 301","PHONETICS","3"
"LING 303","LANGUAGE, GENDER & SEXUALITY","3"
"LING 305","HISTORICAL LINGUISTICS","3"
"LING 306","LANGUAGE, THOUGHT, AND MIND","3"
"LING 309","PSYCHOLOGY OF LANGUAGE","3"
"LING 315","INTRODUCTION TO SEMANTICS","3"
"LING 321","LANGUAGE AND LAW","3"
"LING 322","LANGUAGE AND ETHNICITY","3"
"LING 327","RESEARCH ON BRAILLE","3"
"LING 336","INTRO TO INDO-EUROPEAN","3"
"MATH 101","SINGLE VARIABLE CALCULUS I","3"
"MATH 102","SINGLE VARIABLE CALCULUS II","3"
"MATH 112","CALCULUS: INTEGRATION + APPS","3"
"MATH 115","THE ART OF MATH","3"
"MATH 211","ORD DIFFERENTIAL EQUATIONS","3"
"MATH 212","MULTIVARIABLE CALCULUS","3"
"MATH 220","HONORS ORD DIFFERENTIAL EQNS","3"
"MATH 221","HONORS CALCULUS III","3"
"MATH 222","HONORS CALCULUS IV","3"
"MATH 232","HONORS MULTIVARIABLE CALCULUS","3"
"MATH 302","ELEMENTS OF ANALYSIS","3"
"MATH 304","ELEMENTS OF KNOT THEORY","3"
"MATH 321","INTRODUCTION TO ANALYSIS I","3"
"MATH 331","HONORS ANALYSIS","3"
"MATH 354","HONORS LINEAR ALGEBRA","3"
"MATH 355","LINEAR ALGEBRA","3"
"MATH 356","ABSTRACT ALGEBRA I","3"
"MATH 365","NUMBER THEORY","3"
"MATH 366","GEOMETRY","3"
"MATH 368","TOPICS IN COMBINATORICS","3"
"MATH 374","INTRO TO REPRESENTATION THEORY","3"
"MATH 381","INTRO PARTIAL DIFF EQUATIONS","3"
"MATH 382","COMPUTATIONAL COMPLEX ANALYSIS","3"
"MDEM 103","INTRO TO JEWISH MYSTICISM","3"
"MDEM 111","INTRO TO HIST OF WESTERN ART I","3"
"MDEM 120","MEDIEVAL CIVILIZATIONS","3"
"MDEM 205","MEDIEVAL MEDITERRANEAN WORLD","3"
"MDEM 210","MEDIEVAL VIOLENCE","3"
"MDEM 211","INTERMEDIATE LATIN I: PROSE","3"
"MDEM 212","INTERMEDIATE LATIN II","3"
"MDEM 222","MEDIEVAL AND RENAISSANCE ERAS","3"
"MDEM 271","MEDIEVAL POPULAR CHRISTIANITY","3"
"MDEM 281","GOLDEN AGE OF ISLAM","3"
"MDEM 306","DISABILITY IN MED & EARLY MOD","3"
"MDEM 316","CHAUCER","3"
"MDEM 317","ARTHURIAN LITERATURE","3"
"MDEM 323","BUDDHIST & DAOIST ART & RITUAL","3"
"MDEM 324","COEXISTENCE IN MEDIEVAL SPAIN","3"
"MDEM 327","MEDIEVAL BORDERLANDS","3"
"MDEM 330","EARLY MEDIEVAL ART","3"
"MDEM 332","ART OF THE COURTS","3"
"MDEM 340","NORTHERN RENAISSANCE ART","3"
"MDEM 343","MASTERS OF THE BAROQUE ERA","3"
"MDEM 357","JEWS & CHRISTIANS-MEDIEVAL EUR","3"
"MDEM 373","CHINESE ART AND THE WORLD","3"
"MDEM 375","CLASSICAL CHINESE NOVELS","3"
"MDEM 377","MEDIEVAL MANUSCRIPTS","3"
"MDEM 434","SEEING SEX IN EUROPEAN ART","3"
"MDHM 201","INTRO TO MEDICAL HUMANITIES","3"
"MDHM 359","RESPONSIBLE AI FOR HEALTH","3"
"MSNE 201","INTRO TO NANOTECH FOR ENGR","3"
"MSNE 211","INTR MAT SCI FOR ENGINEERS","3"
"MUSI 117","FUNDAMENTALS OF MUSIC I","3"
"MUSI 125","TOPICS IN MUS THEORY NONMAJORS","3"
"MUSI 220","SURVEY OF WORLD MUSIC","3"
"MUSI 221","MUSIC, MAGIC, AND SCIENCE","3"
"MUSI 222","MEDIEVAL AND RENAISSANCE ERAS","3"
"MUSI 223","MONSTERS AND BARDS","3"
"MUSI 240","UNITY AND VARIETY IN MUSIC","3"
"MUSI 314","MUSIC IN WESTERN CULTURE","3"
"MUSI 317","THEORY FOR NON MAJORS I","3"
"MUSI 318","THEORY FOR NON-MAJORS II","3"
"MUSI 321","BAROQUE & EARLY CLASSICAL ERAS","3"
"MUSI 322","CLASSICAL AND ROMANTIC ERAS","3"
"MUSI 374","ACCESSIBLE SOUNDS","3"
"MUSI 378","CROSS-CULTURAL ASIAN MUSIC","3"
"MUSI 379","CREATIVITY UP CLOSE","3"
"MUSI 421","THE MODERN ERA","3"
"NEUR 362","COGNITIVE NEUROSCIENCE","3"
"PHIL 100","INTRODUCTION TO PHILOSOPHY","3"
"PHIL 125","PHILOSOPHY THROUGH ARTWORKS","3"
"PHIL 130","THE SCIENCES OF THE MIND","3"
"PHIL 150","TECHNOLOGY, SOCIETY AND VALUE","3"
"PHIL 160","MORAL PROBLEMS","3"
"PHIL 166","ETHICS IN PANDEMICS","3"
"PHIL 210","LOGIC","3"
"PHIL 220","PHILOSOPHY OF RELIGION","3"
"PHIL 230","HUMAN MINDS","3"
"PHIL 231","ANIMAL MINDS","3"
"PHIL 265","DEATH AND DYING","3"
"PHIL 267","PHILOSOPHY OF SEX AND LOVE","3"
"PHIL 269","MARKETS AND MORALITY","3"
"PHIL 275","FEMINIST PHILOSOPHY","3"
"PHIL 281","HISTORY OF PHILOSOPHY I","3"
"PHIL 283","HIST OF PHILOSOPHY II","3"
"PHIL 285","EXISTENTIALISM","3"
"PHIL 289","HISTORY OF CHINESE PHILOSOPHY","3"
"PHIL 310","MATHEMATICAL LOGIC","3"
"PHIL 318","PHILOSOPHY OF LANGUAGE","3"
"PHIL 320","METAPHYSICS","3"
"PHIL 330","PHILOSOPHY OF MIND","3"
"PHIL 345","THEORY OF KNOWLEDGE","3"
"PHIL 350","PHILOSOPHY OF SCIENCE","3"
"PHIL 353","PHILOSOPHY OF BIOLOGY","3"
"PHIL 354","THE PHILOSOPHY OF MEDICINE","3"
"PHIL 357","INCOMPL, UNDECIDED&COMPUTBLTY","3"
"PHIL 360","ETHICS","3"
"PHIL 362","HISTORY OF ETHICS","3"
"PHIL 363","MORAL PSYCHOLOGY","3"
"PHIL 370","SOCIAL & POLITICAL PHILOSOPHY","3"
"PHIL 372","HIST SOCIAL & POLITICAL PHILOS","3"
"PHIL 373","PHILOSOPHY OF LAW","3"
"PHIL 381","ANCIENT PHILOSOPHY","3"
"PHIL 383","MODERN PHILOSOPHY","3"
"PHIL 386","CONTINENTAL PHILOSOPHY","3"
"PHIL 431","ADV TOPICS IN SCI OF THE MIND","3"
"PHYS 101","MECHANICS (WITH LAB)","4"
"PHYS 102","ELECTRICITY&MAGNETISM W/LAB","4"
"PHYS 111","HONORS MECHANICS (WITH LAB)","4"
"PHYS 112","HONORS E&M (WITH LAB)","4"
"PHYS 125","GENERAL PHYSICS (WITH LAB)","4"
"PHYS 126","GENERAL PHYSICS II (WITH LAB)","4"
"PHYS 141","CONCEPTS IN PHYSICS I","3"
"PHYS 142","CONCEPTS IN PHYSICS II","3"
"PHYS 143","PHYSICS FOR CITIZENSHIP","3"
"PHYS 144","THE PHYSICS OF MUSIC AND SOUND","3"
"PHYS 145","TRACES OF LIFE","3"
"PJHC 275","NARRATIVES OF AMERICAN POVERTY","3"
"PJHC 371","POVERTY, JUSTICE, CAPABILITIES","3"
"PJHC 470","ADVANCED SEMINAR PJHC","3"
"PLST 315","AUTHORITARIAN CONSTITUTIONS","3"
"POLI 209","INTRO TO CONST & POLI THOUGHT","3"
"POLI 210","INTRO TO AMERICAN POLITICS","3"
"POLI 211","INTRO TO INTERNAT'L RELATIONS","3"
"POLI 212","INTRO TO COMPARATIVE POLITICS","3"
"POLI 250","SEX, MONEY, AND POWER","3"
"POLI 260","ADVOCATING FOR CHANGE","3"
"POLI 311","RACE, ETHNICITY, & US PUB POL","3"
"POLI 319","WORLD LEGAL SYSTEMS","3"
"POLI 321","AMER CONST. LAW:STRUCTRS, PWRS","3"
"POLI 323","CIVIL RIGHTS AND LIBERTIES","3"
"POLI 324","FROM DECOLONI TO GLOBALIZATION","3"
"POLI 325","AFRICAN AMERICAN POLITICS","3"
"POLI 326","RELIGION AND DEMOCRACY","3"
"POLI 328","LATINO POLITICS IN THE US","3"
"POLI 330","MINORITY POLITICS","3"
"POLI 332","URBAN POLITICS","3"
"POLI 337","PUBLIC POLICY","3"
"POLI 339","GENDER AND POLITICS","3"
"POLI 341","RACE AND THE LAW IN THE U.S.","3"
"POLI 352","POLITICS & CULTURE OF MEXICO","3"
"POLI 353","EAST ASIAN DEMOCRACIES","3"
"POLI 354","LATIN AMERICAN POLITICS","3"
"POLI 355","GOVERNMENT&POLITICS MID EAST","3"
"POLI 359","WORLD CONSTITUTIONS","3"
"POLI 360","WESTERN EUROPEAN DEMOCRACIES","3"
"POLI 362","COMPARATIVE URBAN POL & PLCY","3"
"POLI 363","POLITICAL LEADERSHIP","3"
"POLI 365","BRITISH POLITICS","3"
"POLI 371","CIVIL WARS","3"
"POLI 373","WAR AND POLITICS","3"
"POLI 376","INTERNATIONAL HUMAN RIGHTS","3"
"POLI 420","ELECTION SYSTEMS","3"
"PORT 206","ACCEL SECOND YEAR PORTUGUESE","3"
"PORT 301","THIRD YEAR PORTUGUESE I","3"
"PORT 302","BRASIL: CULTURE AND SOCIETY","3"
"PORT 303","BRAZIL: LITERATUREA E CULTURA","3"
"PSYC 101","INTRODUCTION TO PSYCHOLOGY","3"
"PSYC 202","INTRO TO SOCIAL PSYCHOLOGY","3"
"PSYC 203","INTRO TO COGNITIVE PSYCHOLOGY","3"
"PSYC 231","INDUS & ORGANIZATIONAL PSYC","3"
"PSYC 308","MEMORY","3"
"PSYC 309","PSYCHOLOGY OF LANGUAGE","3"
"PSYC 315","INTRODUCTION TO SEMANTICS","3"
"PSYC 321","DEVELOPMENTAL PSYCHOLOGY","3"
"PSYC 329","PSYCHOLOGICAL TESTING","3"
"PSYC 330","PERSONALITY THEORY & RESEARCH","3"
"PSYC 331","PSYCHOLOGY OF GENDER","3"
"PSYC 332","PSYCHOPATHOLOGY","3"
"PSYC 345","HEALTH PSYCHOLOGY","3"
"PSYC 351","PERCEPTION","3"
"PSYC 353","PSYC OF EMOTION & MOTIVATION","3"
"PSYC 362","COGNITIVE NEUROSCIENCE","3"
"PSYC 370","INTRO TO HUMAN FACTORS & ERGO","3"
"PSYC 375","NEUROPSYC OF LANGUAGE/MEMORY","3"
"PSYC 420","ELECTION SYSTEMS","3"
"RELI 101","WHAT IS RELIGION?","3"
"RELI 104","INTRO TO JEWISH MYSTICISM","3"
"RELI 108","INTRODUCTION TO JUDAISM","3"
"RELI 109","RELIGION AND LAW","3"
"RELI 111","INTRO AFRICAN RELIGIONS","3"
"RELI 112","INTRO TO EARLY CHRISTIANITY","3"
"RELI 120","BIBLICAL ETHICS","3"
"RELI 122","THE BIBLE AND ITS INTERPRETERS","3"
"RELI 123","INTRO TO WORLD CHRISTIANITY","3"
"RELI 124","RELIGION & ART OF HAPPINESS","3"
"RELI 142","THE COLORS OF LIFE","3"
"RELI 157","RELIGION AND HIP HOP","3"
"RELI 158","LIBERATION THEOLOGIES","3"
"RELI 203","JUDAISM OF JESUS AND HILLEL","3"
"RELI 215","MYSTIC CINEMA","3"
"RELI 216","RELIGION & BLACK LIVES MATTER","3"
"RELI 219","THE SUPERNATURAL AND RELIGION","3"
"RELI 221","LIFE OF PROPHET MUHAMMAD","3"
"RELI 232","RELIGIONS FROM INDIA","3"
"RELI 233","INTRO TO TIBETAN LANG &  LIT","3"
"RELI 234","INT TIBETAN LANG LIT & CULTURE","3"
"RELI 270","INTRO BLACK CHURCH IN THE US","3"
"RELI 271","MEDIEVAL POPULAR CHRISTIANITY","3"
"RELI 282","INTRO TO CHRISTIANITY","3"
"RELI 301","NIETZSCHE & RELIGIOUS THOUGHT","3"
"RELI 306","ETHICS OF HIP HOP","3"
"RELI 311","RELIGION AND HIP HOP","3"
"RELI 312","MLK AND MALCOLM X","3"
"RELI 322","INTRODUCTION TO BUDDHISM","3"
"RELI 328","RELIGION & GLOBAL POVERTY","3"
"RELI 329","THE BIBLE AS LIVED EXPERIENCE","3"
"RELI 332","ADV TIBETAN LANGUAGE & CULTURE","3"
"RELI 334","PSYCHOLOGY OF RELIGION","3"
"RELI 335","MEDICINE AND THE MUSEUM","3"
"RELI 336","RELIGION & THE SOCIAL SCIENCES","3"
"RELI 337","SHAMANS, SAINTS, & SAGES","3"
"RELI 338","THE CHURCH OF AFRICA","3"
"RELI 341","AMERICAN JUDAISM","3"
"RELI 342","NEW RELIG MOVEMENTS IN AFRICA","3"
"RELI 343","SEMINAR ON LOVE","3"
"RELI 344","END OF LIFE SEMINAR","4"
"RELI 348","CHRISTIANITY & ISLAM IN AFRICA","3"
"RELI 357","IS BLACK RELIGION RELIGIOUS?","3"
"RELI 359","RELIGIOUS TOLERANCE","3"
"RELI 361","THE HUMANITIES OF CARE","3"
"RELI 363","JEWISH PHILOSOPHY","3"
"RELI 371","CHRISTIANITY IN GLOBAL SOUTH","3"
"RELI 375","EPIPHANIES","3"
"RELI 378","BUDDHIST ART AND LITERATURE","3"
"RELI 384","PILGRIMAGE AND CRUSADE","3"
"RELI 385","GOD, TIME AND HISTORY","3"
"RELI 388","THE PSALMS","3"
"RELI 395","LOSING YOUR RELIGION IN FILM","3"
"RELI 424","RELIGION & POLITICS IN AFRICA","3"
"RELI 426","RELI AND LITERATURE IN AFRICA","3"
"RELI 476","FROM DECOLONI TO GLOBALIZATION","3"
"RUSS 263","SECOND YEAR RUSSIAN I","3"
"RUSS 264","SECOND YEAR RUSSIAN II","3"
"RUSS 301","THIRD YEAR RUSSIAN I","3"
"RUSS 302","THIRD YEAR RUSSIAN II","3"
"SMGT 260","INTRO TO SPORT MANAGEMENT","3"
"SMGT 350","SPORT ETHICS","3"
"SMGT 361","SPORT FINANCE","3"
"SMGT 364","SPORT LAW","3"
"SOCI 101","INTRODUCTION TO SOCIOLOGY","3"
"SOCI 231","SOCIAL PROBLEMS","3"
"SOCI 301","SOCIAL INEQUALITY","3"
"SOCI 302","THE SOCIOLOGICAL IMAGINATION","3"
"SOCI 303","INEQUALITY, MOBILITY & SCHOOLS","3"
"SOCI 304","ENVIRON ISSUES: RICE IN FUTURE","3"
"SOCI 305","RACE, SPACE, PLACE","3"
"SOCI 306","SOCIOLOGY OF GENDER","3"
"SOCI 308","HOUSTON: SOCIOLOGY OF A CITY","3"
"SOCI 309","RACE & ETHNIC RELATIONS","3"
"SOCI 310","URBAN SOCIOLOGY","3"
"SOCI 311","SOCIOLOGY OF ASIANS AND ASIAN","3"
"SOCI 313","DEMOGRAPHY","3"
"SOCI 314","SCIENCE AT RISK","3"
"SOCI 321","CRIMINOLOGY","3"
"SOCI 333","SOCIOLOGY OF RELIGION","3"
"SOCI 334","SOCIOLOGY OF THE FAMILY","3"
"SOCI 344","SOCIOLOGY OF MENTAL HEALTH","3"
"SOCI 345","MEDICAL SOCIOLOGY","3"
"SOCI 350","URBAN TRANSPORTATION","3"
"SOCI 367","ENVIRONMENTAL SOCIOLOGY","3"
"SOCI 380","SOCIAL THEORY","3"
"SOCI 410","RELIGION, GENDER, & INEQUALITY","3"
"SOCI 414","CRITICAL RACE THEORY","3"
"SOSC 300","INTRODUCTION TO PUBLIC POLICY","3"
"SOSC 303","QUALITATIVE METHODS","3"
"SOSC 464","SOCIAL ENTREPRENEURSHIP","3"
"SPAN 158","INTRO LATIN AMERICAN STUDIES","3"
"SPAN 204","SPANISH HERITAGE STUDENTS II","3"
"SPAN 263","SECOND YEAR SPANISH I","3"
"SPAN 264","SECOND YEAR SPANISH II","3"
"SPAN 303","SPANISH HERITAGE STUDENTS III","3"
"SPAN 321","SPECIAL TOPICS: ADV SPANISH I","3"
"SPAN 322","SPECIAL TOPICS: ADV SPANISH II","3"
"SPAN 328","GAZING AT DISASTER","3"
"SPAN 332","APPROACHES HISPANIC LITERATURE","3"
"SPAN 333","LATINE HEALTHCARE ISSUES","3"
"SPAN 334","INTRO MODERN SPAN LIT&CULTURE","3"
"SPAN 346","BRAZILIAN LITERATURE & CULTURE","3"
"SPAN 347","MEDIEVAL&EARLY SPAN LIT&CULTUR","3"
"SPAN 350","DIALECTS IN CONTACT","3"
"SPAN 352","INTRO TO SPANISH LINGUISTICS","3"
"SPAN 356","UNDERSTANDING CENTRAL AMERICA","3"
"SPAN 361","WOMEN & GENDER IN SPAN CULTURE","3"
"SPAN 374","BRAZIL: MUSIC&SOCIAL MOVEMENTS","3"
"SPAN 375","THE SPANISH CIVIL WAR","3"
"SPAN 380","SECOND LANGUAGE ACQUISITION","3"
"SPAN 381","SOCIAL ISSUES IN SPAIN","3"
"SPAN 382","SOC JUSTICE THEATER OUTREACH","3"
"SPAN 383","SPANISH CREATIVE WRITING","3"
"SPAN 384","LIT FROM THE SOUTHERN CONE","3"
"SPAN 390","HISPANIC CINEMA","3"
"SPAN 392","TRENDS IN CUBAN CULTURE","3"
"SPAN 393","COMTEMP SPAN CULTURE & SOCIETY","3"
"SPAN 402","THE CITY IN LATIN AMERICA","3"
"SPAN 403","LATIN AMER LIT & ENVIRONMENT","3"
"SPAN 406","LATIN AMERICAN CINEMA","3"
"SPAN 412","DON QUIXOTE","3"
"SPAN 456","LATIN AMERICAN WOMEN'S CULTURE","3"
"STAT 280","ELEMENTARY APPLIED STATISTICS","4"
"STAT 305","INTRO TO STAT FOR BIOSCIENCES","4"
"STAT 310","PROBABILITY & STATISTICS","3"
"STAT 311","HONORS STATISTICS","3"
"STAT 312","PROB & STAT FOR ENGINEERS","3"
"STAT 313","RISK-BASED DEC UNDER UNCERT","3"
"STAT 315","STATISTICS FOR DATA SCIENCE","4"
"STAT 385","METHODS FOR DATA ANALYSIS","4"
"STAT 405","R FOR DATA SCIENCE","3"
"SWGS 100","WOMEN, GENDER, AND SEXUALITY","3"
"SWGS 101","INTRO WOMEN & GENDER","3"
"SWGS 200","THEORIZING SEXUALITY & GENDER","3"
"SWGS 201","INTR LESBIAN, GAY, BISEX&TRAN","3"
"SWGS 205","LANGUAGE AND SOCIETY","3"
"SWGS 250","SEX, MONEY, AND POWER","3"
"SWGS 273","MEDICINE AND MEDIA","3"
"SWGS 301","ARTHURIAN LITERATURE","3"
"SWGS 305","CHAUCER","3"
"SWGS 324","SOCIOLOGY OF GENDER","3"
"SWGS 325","SOCIOLOGY OF THE FAMILY","3"
"SWGS 331","PSYCHOLOGY OF GENDER","3"
"SWGS 332","SOCIETY IN ANCIENT GREECE","3"
"SWGS 333","MASCULINITIES","3"
"SWGS 336","THE HISTORICAL IMAGINATION","3"
"SWGS 338","19TH C. WOMEN'S NARRATIVES","3"
"SWGS 345","HISTORY OF FEMINISM","3"
"SWGS 361","NEW GERM FILM: HITLER'S CINEMA","3"
"SWGS 370","AFRICAN AMERICAN LITERATURE","3"
"SWGS 372","VICTORIAN FICTION","3"
"SWGS 389","YOUTH STUDIES","3"
"SWGS 390","HISPANIC CINEMA","3"
"SWGS 434","SEEING SEX IN EUROPEAN ART","3"
"SWGS 466","LATIN AMERICAN WOMEN'S CULTURE","3"
"THEA 102","INTRODUCTION TO ACTING","3"
"THEA 300","INTRODUCTION TO THEATRE DESIGN","3"
"THEA 303","INTRODUCTION TO THEATRE","3"
"THEA 310","THE SPOKEN TEXT","3"
"THEA 315","INTRO TO THEATRE HISTORY","3"
"THEA 331","THEATRE PRODUCTION","3 TO 6"
"TIBT 233","INTRO TO TIBETAN LANG &  LIT","3"
"TIBT 234","INT TIBETAN LANG LIT & CULTURE","3"
"TIBT 332","ADV TIBETAN LANGUAGE & CULTURE","3"
